,Unnamed: 0,purchases,time_spent,n_visits,customer_group_2,customer_group_3,customer_group_4,customer_group_5,customer_group_6,customer_group_7,customer_group_8,customer_group_9,onboarding_True
72,0.0203387083704724,0.7202164522514855,0.329012925899447,0.0468728933158059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1142,0.3845717526942711,0.3837629823732406,0.0525566405553132,0.0468728933158059,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2625,0.8945790454582287,0.4959141389993221,0.4737030691603228,0.5624747197896716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1985,0.6799286929746374,0.6080652956254038,0.2663112219908963,0.7968391863687013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2926,0.997325986548902,0.4959141389993221,0.8107478396722243,0.2812373598948357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2377,0.8093347378656511,0.3837629823732406,0.3029591788588992,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
373,0.125354509359047,0.271611825747159,0.653947985869594,0.8905849730003133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
775,0.2639980552629447,0.9445187655036484,0.8245600599979777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1838,0.6242605947654162,0.4959141389993221,0.0,0.4218560398422536,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2474,0.8410987764362694,0.3837629823732406,0.0,0.3281102532106417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1682,0.5683494044242768,0.832367608877567,0.2486762618272004,0.6093476131054775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1158,0.3897577181751884,0.271611825747159,0.5394275677283034,0.1406186799474178,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1230,0.4115549793371688,0.4959141389993221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2596,0.8838829916538369,0.7202164522514855,0.8483008371383196,0.2812373598948357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1069,0.3603435702131107,0.4959141389993221,0.3850085186893714,0.5156018264738655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
237,0.0774653593712016,0.3837629823732406,0.686880666396338,0.0937457866316119,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1274,0.4254922615671339,0.7202164522514855,0.8168492519925228,0.0937457866316119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2133,0.7273316586986468,0.271611825747159,0.3338276947747287,0.3281102532106417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1082,0.363584798638684,0.4959141389993221,0.6274698207661569,0.6562205064212835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2118,0.7244955838262702,0.9445187655036484,0.7656756347245919,0.5624747197896716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2567,0.8749696134835103,0.3837629823732406,0.6266425668090196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
641,0.2213759014666558,0.7202164522514855,0.2263229785426395,0.5156018264738655,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1999,0.684709504902358,0.271611825747159,1.0000000000000004,0.7030933997370894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2007,0.6877886719066527,0.3837629823732406,0.8320492582865655,0.4687289331580596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
456,0.1537962887934527,0.4959141389993221,0.0594841375136732,0.6093476131054775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1941,0.6626691516084596,0.3837629823732406,0.2324312169110132,0.0468728933158059,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
531,0.1853982659427923,0.7202164522514855,0.7137467934919641,0.3281102532106417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2782,0.9471679766631554,0.3837629823732406,0.5910277624065126,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
331,0.1131999027631472,0.1594606691210773,0.7224120395911937,0.8905849730003133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
856,0.2927639575399076,0.7202164522514855,0.3407992541512712,0.0937457866316119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017,0.6924074224130946,0.271611825747159,0.431452194134494,0.1406186799474178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
876,0.2990033222591362,0.271611825747159,0.3674643505783068,0.7030933997370894,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31,0.0085082246171298,1.0,0.5695791436043018,0.5624747197896716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2116,0.7242524916943522,0.6080652956254038,0.1499126892923721,0.6093476131054775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575,0.5348837209302326,0.3837629823732406,0.2535919894796787,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
54,0.0155578964427518,0.6080652956254038,0.3385002027795267,0.3749831465264476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
571,0.1987683331982821,0.4959141389993221,0.3361463694683064,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2330,0.793452718580342,0.3837629823732406,0.4481539085025079,0.4218560398422536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
435,0.1466655862571914,0.9445187655036484,0.1649586492305035,0.5624747197896716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
519,0.1785916862490884,0.4959141389993221,0.2173568976852902,0.1406186799474178,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1281,0.4285714285714285,0.3837629823732406,0.4146078691550539,0.1406186799474178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
672,0.2329632930880803,0.4959141389993221,0.8734661776750596,0.1406186799474178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1322,0.445263754963131,0.3837629823732406,0.2706449040381322,0.3749831465264476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,0.2503848958755368,0.7202164522514855,0.6152601957990376,0.0937457866316119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2502,0.8513086459768253,0.271611825747159,0.142611624390212,0.2812373598948357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2371,0.8069038165464711,0.3837629823732406,0.4609653189038418,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1801,0.6080544526375496,0.6080652956254038,0.2821447423590437,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2636,0.8987116117008347,0.271611825747159,0.4645900025035652,0.0937457866316119,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
986,0.3357912648893931,0.0473095124949957,0.7269680376792143,0.1406186799474178,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1876,0.6363341706506767,0.4959141389993221,0.6877592459549051,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2914,0.9933554817275748,0.832367608877567,0.5792592908222081,0.2343644665790297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2608,0.8872052507900495,0.1594606691210773,0.6488336151386824,0.4218560398422536,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1057,0.3575074953407341,0.832367608877567,0.4060415322555926,0.3749831465264476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2083,0.7152580828133863,0.6080652956254038,0.4365202477346064,0.3281102532106417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
451,0.151932582448748,0.3837629823732406,0.4722651790210963,0.4687289331580596,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2362,0.8038246495421766,0.0473095124949957,0.8432059830128535,0.5156018264738655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2411,0.823434081516895,0.0473095124949957,0.2677954781385359,0.7968391863687013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2249,0.7684952597034277,0.7202164522514855,0.8980143666069873,0.0937457866316119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,0.5865002836074873,0.4959141389993221,0.4428628955999576,0.7968391863687013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1217,0.4069362288307268,0.271611825747159,0.5101219204780261,0.4218560398422536,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2400,0.8175188396402236,0.3837629823732406,0.5759907393723593,0.0468728933158059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
613,0.2127866461388866,0.1594606691210773,0.7058042691768827,0.3749831465264476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,0.4404019123247711,0.3837629823732406,0.8985347339078862,0.4687289331580596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,0.3716878697026173,0.4959141389993221,0.4030767705228624,0.5156018264738655,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2755,0.9363908921481242,0.7202164522514855,0.5508253078047329,0.0468728933158059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1848,0.6275828539016288,1.0,0.417000418337603,0.5624747197896716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1040,0.3529697755449315,0.7202164522514855,0.2673289561554797,0.5624747197896716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1709,0.5771007211733248,0.4959141389993221,0.6245348262178441,0.0937457866316119,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1327,0.447208492018475,0.0473095124949957,0.6420656744688067,0.4687289331580596,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1760,0.5941171704075845,0.3837629823732406,0.001967528562464,0.0468728933158059,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2299,0.7864030467547201,0.4959141389993221,0.518011260378783,0.1874915732632238,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
171,0.0570456202900899,0.1594606691210773,0.2323437408953528,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1599,0.5411230856494612,0.4959141389993221,0.7334339809527042,0.9374578663161192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2526,0.8592496556194799,0.271611825747159,0.4822995638451188,0.4687289331580596,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
796,0.2699943278502552,0.4959141389993221,0.514816440649712,0.6562205064212835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2907,0.9901952840126408,0.4959141389993221,0.4293777668530505,0.0468728933158059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2091,0.7165545741836157,0.6080652956254038,0.8636878086459552,0.6093476131054775,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1750,0.5896604813224212,0.832367608877567,0.4118290425146034,0.6562205064212835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2438,0.8329146746616969,0.7202164522514855,0.7553907939348323,0.0468728933158059,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
936,0.3168300785997893,0.1594606691210773,0.6036939708526816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
272,0.0908354266266915,0.3837629823732406,0.3316854167984284,0.5624747197896716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2046,0.7022121384004538,0.7202164522514855,0.4579085513867533,0.2343644665790297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1660,0.561056640466737,0.4959141389993221,0.5379656908936625,0.3749831465264476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,0.2998946600761689,0.4959141389993221,0.1579622642032965,0.2812373598948357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1560,0.5300218782918726,0.832367608877567,0.6773166294230579,0.3281102532106417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
635,0.2202414715177052,0.4959141389993221,0.7674757186697572,0.4218560398422536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
86,0.024633336034357,0.7202164522514855,0.4506316629497009,0.3281102532106417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
662,0.2293979418199497,0.3837629823732406,0.7296620568052363,0.0937457866316119,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2040,0.6998622477919132,0.832367608877567,0.1343613496921727,0.7030933997370894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1397,0.4729762580017826,0.4959141389993221,0.6044508597751479,0.7968391863687013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1535,0.5204602544364315,0.4959141389993221,0.3793929664382234,0.3749831465264476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2332,0.794181994976096,0.3837629823732406,0.3913114394247086,0.7030933997370894,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,0.4553115630824082,0.3837629823732406,0.8826790705689489,0.2812373598948357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1695,0.5718337249817681,0.1594606691210773,0.4720366878696622,0.5624747197896716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2282,0.7801636820354915,0.3837629823732406,0.1949107390906732,0.3281102532106417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1286,0.4300299813629366,0.1594606691210773,0.0,0.5624747197896716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1608,0.5434729762580018,0.4959141389993221,0.6112021472665132,0.7499662930528953,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2811,0.955595170569646,0.3837629823732406,0.5941959032449748,0.8437120796845072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,0.4008589255327769,0.0473095124949957,0.3073556191111066,0.2812373598948357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1002,0.3400858925532777,0.0473095124949957,0.5296152452597283,0.3749831465264476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2302,0.7871323231504741,0.7202164522514855,0.4339014371713907,0.0468728933158059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2294,0.7842962482780974,0.3837629823732406,0.1767939963494424,0.5624747197896716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
222,0.074629284498825,0.7202164522514855,0.2301007166568882,0.2812373598948357,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1367,0.4605785592739648,0.7202164522514855,0.5746015685001398,0.6562205064212835,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2223,0.7592577586905438,0.7202164522514855,0.6358958844840803,0.3281102532106417,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2367,0.8054452637549632,0.6080652956254038,0.144284608613189,0.1874915732632238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
116,0.0344380520217162,0.271611825747159,0.3589960485747738,0.3281102532106417,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1386,0.4682764767847014,0.832367608877567,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2866,0.9762580017826756,0.4959141389993221,0.5492266976349622,0.0468728933158059,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1147,0.3865164897496151,0.4959141389993221,0.3981806853388674,0.2812373598948357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,0.2659427923182886,0.0473095124949957,0.4939373284180872,0.1874915732632238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1613,0.5458228668665425,0.271611825747159,0.2814895132944714,0.0468728933158059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
332,0.1132809334737865,0.7202164522514855,0.5299243799113991,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
149,0.0478891499878453,0.4959141389993221,0.3141640191432979,0.3749831465264476,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2041,0.7002674013451099,0.6080652956254038,0.5350700387585103,0.8905849730003133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
330,0.1131188720525079,0.3837629823732406,0.6664794338156961,0.1406186799474178,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,0.3408151689490317,0.7202164522514855,0.6754618973317492,0.0468728933158059,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1211,0.4056397374604975,0.271611825747159,0.9003129521756703,0.2343644665790297,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1373,0.4626853577505874,0.832367608877567,0.1981504771146913,0.0468728933158059,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2629,0.8957134754071794,0.6080652956254038,0.8133914612834818,0.6562205064212835,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2165,0.7387569888987927,0.7202164522514855,0.5311339922401475,0.6562205064212835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1534,0.5203792237257922,0.4959141389993221,0.2734328822521741,0.0937457866316119,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
638,0.2208897172028198,0.3837629823732406,0.2413989252566319,0.1874915732632238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1564,0.5313994003727414,0.3837629823732406,0.0246068779622365,0.1874915732632238,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1338,0.4502876590227696,0.271611825747159,0.3519199695276431,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
496,0.1708937687383518,0.271611825747159,0.4628444877672923,0.5156018264738655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2807,0.9547038327526132,0.1594606691210773,0.7039672952800817,0.1874915732632238,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
818,0.2785025524673851,0.1594606691210773,0.2301801840960058,0.5624747197896716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2701,0.9158090916457338,1.0,0.5023095304481768,0.2812373598948357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1738,0.58739162142452,0.6080652956254038,0.1724226840236764,0.8437120796845072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2890,0.9841990114253304,0.6080652956254038,0.3888791274934982,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1678,0.5664856980795722,0.3837629823732406,0.6173540589140969,0.3281102532106417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,0.5647840531561462,0.7202164522514855,0.8879689609426316,0.3749831465264476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2844,0.9684790535612998,0.271611825747159,0.4298780770668493,0.6562205064212835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1737,0.5873105907138806,0.7202164522514855,0.0,0.4687289331580596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1843,0.6256381168462848,0.4959141389993221,0.6568255890412149,0.8437120796845072,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2462,0.8385057936958108,0.832367608877567,0.5791958338177348,0.5156018264738655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2845,0.9696945142208898,0.1594606691210773,0.670178230421616,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2407,0.821489344461551,0.4959141389993221,0.9471920676130724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
152,0.0486184263835993,0.832367608877567,0.8084051032247839,0.0468728933158059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0580179888177619,0.3837629823732406,0.8699018066395938,0.1406186799474178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1711,0.5773438133052428,0.0473095124949957,0.7811346233616048,0.1406186799474178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,0.5583015963049996,0.1594606691210773,0.7884039230850246,0.9843307596319252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2301,0.7865651081759988,0.3837629823732406,0.8469454803825012,0.8905849730003133,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1965,0.6716635604894255,0.6080652956254038,0.4665007839508703,0.8437120796845072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,0.3225832590551819,0.7202164522514855,0.2214159203530394,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2335,0.7947492099505713,0.3837629823732406,0.6274881911568926,0.0937457866316119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
915,0.311157928855036,0.4959141389993221,0.4145408170333584,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1232,0.4122032250222834,0.0473095124949957,0.6824953543024233,0.0468728933158059,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
170,0.0568835588688112,0.4959141389993221,0.71705018587924,0.0468728933158059,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
470,0.15776679361478,0.271611825747159,0.1602573564473273,0.1406186799474178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649,0.5577343813305243,0.271611825747159,0.5427773469158059,0.2812373598948357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2272,0.7779758528482296,0.832367608877567,1.0000000000000004,0.1874915732632238,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2882,0.9811198444210356,1.0,0.6204253810928213,0.2343644665790297,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2219,0.7560975609756098,0.7202164522514855,0.1081436151177905,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1657,0.5602463333603436,0.7202164522514855,0.6019813425674738,0.1406186799474178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2853,0.9732598654890204,0.6080652956254038,0.584942368247162,0.9843307596319252,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
399,0.1345920103719309,0.0473095124949957,0.5362904637455044,0.6093476131054775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1146,0.3857872133538611,1.0,0.654825279575026,0.0468728933158059,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
97,0.0283607487237663,0.7202164522514855,0.3469805346103491,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2738,0.9320152337736004,0.4959141389993221,0.6110936463535341,0.2343644665790297,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
372,0.1251924479377684,0.4959141389993221,0.7794214467291938,0.9843307596319252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
768,0.2603516732841747,0.6080652956254038,0.7957412169436213,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
255,0.0850822461712989,0.3837629823732406,0.0579942471542436,0.4687289331580596,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
663,0.2307754639008184,0.832367608877567,0.4607174748229163,0.8905849730003133,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
836,0.2849039786078924,0.832367608877567,0.4463896015401558,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2842,0.9675877157442672,0.7202164522514855,1.0000000000000004,0.6093476131054775,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1551,0.5269427112875781,0.1594606691210773,0.8135669519504036,0.7030933997370894,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0169354185236204,0.3837629823732406,0.5383051879519298,0.5624747197896716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1212,0.4057207681711368,0.4959141389993221,0.3631962368129802,0.7968391863687013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2808,0.9547848634632526,0.4959141389993221,0.8156202448738656,0.2343644665790297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,0.0133700672554898,0.6080652956254038,0.352522484372598,0.1406186799474178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,0.6965399886557005,0.3837629823732406,0.6529200852872461,0.7030933997370894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2929,0.998541447208492,0.6080652956254038,0.1459807283208936,0.6093476131054775,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
749,0.2537071550117494,0.271611825747159,0.6488140167852121,0.6562205064212835,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1078,0.3626934608216514,1.0,0.6535706305799969,0.9843307596319252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2773,0.9423871647354348,0.4959141389993221,0.4149744355724563,0.5624747197896716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2328,0.7932906571590633,0.0473095124949957,0.8449477530319105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2160,0.7358398833157768,0.4959141389993221,0.4317677414099066,0.4687289331580596,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2923,0.9962725873105908,0.271611825747159,0.0119595588082037,0.7499662930528953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,0.7197147718985496,0.6080652956254038,0.4281356154551723,0.1406186799474178,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
956,0.3243659346892472,0.3837629823732406,0.5221517129416298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
661,0.2293169111093104,0.1594606691210773,0.262228511147506,0.3281102532106417,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
981,0.3337654971234097,0.271611825747159,0.3692707420601011,0.4687289331580596,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
369,0.1245442022526537,0.3837629823732406,0.633067554557122,0.4687289331580596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1228,0.4093671501499068,0.6080652956254038,0.5290292423279124,0.2343644665790297,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,0.6596710153148043,0.7202164522514855,0.5003404165391601,0.1406186799474178,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2320,0.7915890122356374,0.6080652956254038,0.4478791122064103,0.0937457866316119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,0.5186775788023662,0.3837629823732406,0.7779514398346663,0.7030933997370894,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
